"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sos1_1c_other,street_outreach_utilization_satisfaction,,text,"Specify all other services",,,,,,,"[sos1_1c(6)] = '1'",,,,,,
sos1_1a_2,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">When was the last time you received healthcare services in an emergency shelter?</span></p></div>","1, Within the last six months | 2, Within the last year | 3, More than a year ago",,,,,,"[sos1(2)] = '1'",,,,,,
sos1_1b_2,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">Excluding the Emergency Room, would you describe the healthcare you received in an emergency shelter as:</span></p> <p> </p></div>","1, The only place I get healthcare | 2, Additional to my regular place for healthcare",,,,,,"[sos1(2)] = '1'",,,,,,
sos1_1c_2,street_outreach_utilization_satisfaction,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What healthcare services have you received in an emergency shelter?</span></p> <p><span style=""color: #000000;"">Select all that apply</span></p> <p> </p></div>","1, Nursing care (help with wounds, medicines that don't need prescription, blood pressure check, advice about my health) | 2, Full care (prescription medication, chronic disease management) | 3, Help for substance use problems | 4, Help for emotional problems | 5, Harm reduction services (needle exchange, condoms) | 6, Other",,,,,,"[sos1(2)] = '1'",,,,,,
sos1_1c_other_2,street_outreach_utilization_satisfaction,,text,"Specify all other services",,,,,,,"[sos1_1c(6)] = '1'",,,,,,
sos1_2a,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">When was the last time you received healthcare services at a ""Shelter-in-Place Hotel""?</span></p></div>","1, Within the last six months | 2, Within the last year | 3, More than a year ago",,,,,,"[sos1(3)] = '1'",,,,,,
sos1_2b,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Excluding the Emergency Room, would you describe the healthcare you received at a ""Shelter-in-Place Hotel"" as:</p> <p> </p></div>","1, The only place I get healthcare | 2, Additional to my regular place for healthcare",,,,,,"[sos1(3)] = '1'",,,,,,
sos1_2c,street_outreach_utilization_satisfaction,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What healthcare services have you received at a ""Shelter-in-Place Hotel""?</span></p> <p><span style=""color: #000000;"">Select all that apply</span></p></div>","1, Nursing care (help with wounds, medicines that don't need prescription, advice about my health) | 2, Full care (prescription medication, chronic disease management) | 3, Help for substance use problems | 4, Help for emotional problems | 5, Harm reduction services (needle exchange, condoms) | 6, Other",,,,,,"[sos1(3)] = '1'",,,,,,
sos1_2c_other,street_outreach_utilization_satisfaction,,text,"Specify all other services",,,,,,,"[sos1_2c(6)] = '1'",,,,,,
sos1_3a,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">When was the last time you received healthcare services at [sos1_3]?</span></p></div>","1, Within the last six months | 2, Within the last year | 3, More than a year ago",,,,,,"[sos1(4)] = '1'",,,,,,
sos1_3b,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p>Excluding any Emergency Department use, would you describe the healthcare you received at<span style=""color: #000000;""> [sos1_3] as:</span></p></div>","1, The only place I get healthcare | 2, additional to my regular place for healthcare",,,,,,"[sos1(4)] = '1'",,,,,,
sos1_3c_other,street_outreach_utilization_satisfaction,,text,"Specify other services; [sos1_3]",,,,,,,"[sos1_3c(6)] = '1'",,,,,,
sos1_3c,street_outreach_utilization_satisfaction,,checkbox,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">What healthcare services have you received at [sos1_3]?</span></p> <p><span style=""color: #000000;"">Select all that apply</span></p></div>","1, Nursing care (help with wounds, medicines that don't need prescription, advice about my health) | 2, Full care (prescription medication, chronic disease management) | 3, Help for substance use problems | 4, Help for emotional problems | 5, Harm reduction services (needle exchange, condoms) | 6, Other",,,,,,"[sos1(4)] = '1'",,,,,,
ssos,street_outreach_utilization_satisfaction,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">The following questions ask about your experience with street outreach (also known as street medicine), which is medical care outside of a clinic or doctor's office, including </span><span style=""font-weight: normal;"">mobile vans or mobile outreach healthcare (e.g., where a person [e.g., doctor, nurse, or nurse practitioner] comes to your encampment), or healthcare in a shelter or hotel. If more than one different street outreach group comes to help you, please think about the one that helps you most often. </span></p> <p><span style=""font-weight: normal; color: #000000;"">We are talking about outreach teams or shelter teams that are there for your health-this would include Doctor or Nurse---do not include regular shelter staff or outreach workers who are not part of the healthcare team.</span></p> <p><span style=""font-weight: normal; color: #236fa1;"">[For interviewers (do not read): Don't include dental visits, eye/vision visits, home visits/house calls, or any visit in a regular clinic.] </span></p> <p><span style=""font-weight: normal;"">Please indicate how much you </span>agree<span style=""font-weight: normal;""> or </span>disagree <span style=""font-weight: normal;"">with the following statements about your </span>street outreach provider<span style=""font-weight: normal;"">.</span></p></div>",,,,,,,"[sos] = '1'",,,,,,
ssos1,street_outreach_utilization_satisfaction,,radio,"I feel my outreach clinical team has spent enough time trying to get to know me.","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
ssos2,street_outreach_utilization_satisfaction,,radio,"I can get in touch with my outreach clinical team when I need to.","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
ssos3,street_outreach_utilization_satisfaction,,radio,"I can get enough of my outreach clinical team's time if I need it.","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
ssos4,street_outreach_utilization_satisfaction,,radio,"I worry about whether my outreach clinical team has the right skills to take good care of me.","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
ssos6,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p>My outreach clinical team works together with my other healthcare providers (primary care, ER) to come up with a plan to meet my needs<br /><br /><span style=""color: #236fa1;"">Other providers including primary care or ER</span></p></div>","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
ssos8,street_outreach_utilization_satisfaction,,radio,"The outreach clinical teams comes at times when I am not there.","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
ssos10,street_outreach_utilization_satisfaction,,radio,"The outreach clinical team tries to help me with things I might need right away, like food, shelter, or clothing.","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
ssos11,street_outreach_utilization_satisfaction,,radio,"<div class=""rich-text-field-label""><p>The outreach clinical team seem to like working with people who have been homeless.</p></div>","1, Strongly agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly disagree | -98, Don't know",,,,,,"[sos] = '1'",,,,,,
col_scrn,med_screenings,,radio,"<div class=""rich-text-field-label""><p>Have you ever been screened for colon cancer with a colonoscopy?</p> <p><span style=""color: #236fa1;"">A colonoscopy is when a long, flexible tube (colonoscope) is inserted into the rectum. A tiny video camera at the tip of the tube allows the doctor to view the inside of the colon.</span></p></div>","1, Yes | 2, No | -98, I don't know",,,,,,"[agecalc] < 75",,,,,,
col_scrn_last,med_screenings,,radio,"When was the last time you had a colonoscopy?","1, Within the last year | 2, Longer than a year ago, but within the last 5 years | 3, Longer than 5 years ago but within the last 10 years | 4, More than 10 years ago",,,,,,"[col_scrn] = '1'",,,,,,
col_scrn_2,med_screenings,,radio,"<div class=""rich-text-field-label""><p>Have you ever been screened for colon cancer with a stool test?</p> <p> </p> <p><span style=""color: #236fa1;"">A stool test is when they ask you to send a sample of your stool on a card/kit to check if there is any blood.  Do not include times you have given stool tests because yuo had diarrhea or other problems.  Do not include times that they checked your stool when you were in the Emergency Room or hospital<br /></span></p></div>","1, Yes | 2, No | -98, I don't know",,,,,,"[agecalc] < 75 and ([col_scrn] = '2' or [col_scrn] = '-98')",,,,,,
col_scrn_last_2,med_screenings,,radio,"When was the last time you were screened for colon cancer with a stool test?","1, Within the last year | 2, Longer than a year ago, but within the last 5 years | 3, Longer than 5 years ago but within the last 10 years | 4, More than 10 years ago",,,,,,"[col_scrn_2] = '1'",,,,,,
mamm1,med_screenings,,radio,"<div class=""rich-text-field-label""><p>Have you ever received a mammogram? A mammogram is an x-ray taken of each breast separately by a machine that flattens or squeezes each breast. </p></div>","1, Yes | 2, No | -98, Don't Know",,,,,,"[agecalc] < 75 and 
[s3] = '2'",,,,,,
mamm_1a,med_screenings,,radio,"When was the last time you received a mammogram?","1, Within the last 2 years | 2, Longer than 2 years ago",,,,,,"[mamm1] = '1'",,,,,,
mamm_2,med_screenings,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Were any of the </span>mammograms <span style=""font-weight: normal;"">you received </span>in the last 2 years done as a routine check<span style=""font-weight: normal;"">? (not because of a lump)</span></p> <p><span style=""font-weight: normal;"">QtoQ: For a routine check-up, the mammogram<span style=""color: #000000;""> </span><span style=""color: #e67e23;""><span style=""color: #000000;"">is</span> </span>done for check-up purposes only, not because you or your doctor found a lump.</span></p> <p> </p></div>","1, Yes | 2, No | -98, Don't Know",,,,,,"[mamm_1a] = '1'",,,,,,
mamm_3,med_screenings,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Were any of the </span>mammograms <span style=""font-weight: normal;"">you received </span>longer than 2 years ago done as a routine check<span style=""font-weight: normal;"">? (not because of a lump)</span></p> <p><span style=""font-weight: normal;"">QtoQ: For a routine check-up, the mammogram<span style=""color: #000000;""> </span><span style=""color: #e67e23;""><span style=""color: #000000;"">is</span> </span>done for check-up purposes only, not because you or your doctor found a lump.</span></p> <p> </p></div>","1, Yes | 2, No | -98, Don't Know",,,,,,"[mamm_1a] = '2'",,,,,,
mm1,medical_mistrust,"<div class=""rich-text-field-label""><p>Next, I would like to ask you a few questions about how you feel about healthcare organizations.</p> <p>When I say healthcare organizations, I am not asking about an individual doctor or nurse. I am asking about organizations where you might get healthcare, like a hospital or a clinic, or the healthcare system in general.</p> <p>Please listen to the statements carefully. For each one, tell me whether you strongly disagree, disagree, Neither agree nor disagree, agree, or strongly agree.</p></div>",radio,"You'd better be cautious when dealing with health care organizations.","1, Strongly disagree | 2, Disagree | 3, Agree | 4, Strongly agree | -98, Don't Know",,,,,,,,,,,,
mm2,medical_mistrust,,radio,"Patients have sometimes been deceived or misled by health care organizations.","1, Strongly disagree | 2, Disagree | 3, Agree | 4, Strongly agree | -98, Don't Know",,,,,,,,,,,,
mm3,medical_mistrust,,radio,"When health care organizations make mistakes they usually cover it up. ","1, Strongly disagree | 2, Disagree | 3, Agree | 4, Strongly agree | -98, Don't Know",,,,,,,,,,,,
mm4,medical_mistrust,,radio,"Health care organizations have sometimes done harmful experiments on patients without their knowledge.","1, Strongly disagree | 2, Disagree | 3, Agree | 4, Strongly agree | -98, Don't Know",,,,,,,,,,,,
mm5,medical_mistrust,,radio,"Health care organizations don't always keep your information totally private.","1, Strongly disagree | 2, Disagree | 3, Agree | 4, Strongly agree | -98, Don't Know",,,,,,,,,,,,
mm6,medical_mistrust,,radio,"Sometimes I wonder if health care organizations really know what they are doing.","1, Strongly disagree | 2, Disagree | 3, Agree | 4, Strongly agree | -98, Don't Know",,,,,,,,,,,,
mm7,medical_mistrust,,radio,"Mistakes are common in health care organizations.","1, Strongly disagree | 2, Disagree | 3, Agree | 4, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm1,discrimination_in_healthcare,"<div class=""rich-text-field-label""><p>Experiences of Discrimination Scale <span style=""font-weight: normal;"">and</span> Group Based Medical Mistrust</p></div>",radio,"<div class=""rich-text-field-label""><p>Doctors and healthcare workers sometimes hide information from patients who belong to my ethnic group.<br /><br /></p></div>","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm2,discrimination_in_healthcare,,radio,"Doctors have the best interests of people of my ethnic group in mind.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm3,discrimination_in_healthcare,,radio,"People of my ethnic group should not confide in doctors and healthcare workers because it will be used against them.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm4,discrimination_in_healthcare,,radio,"People of my ethnic group should be suspicious of information from doctors and healthcare workers.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm5,discrimination_in_healthcare,,radio,"People of my ethnic group cannot trust doctors and healthcare workers.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm6,discrimination_in_healthcare,,radio,"People of my ethnic group should be suspicious of modern medicine.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm7,discrimination_in_healthcare,,radio,"Doctors and healthcare workers treat people of my ethnic group like ""guinea pigs.""","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm8,discrimination_in_healthcare,,radio,"People of my ethnic group receive the same medical care from doctors and healthcare workers as people from other ethnic groups.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm9,discrimination_in_healthcare,,radio,"Doctors and healthcare workers do not take the medical complaints of people of my ethnic group seriously.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm10,discrimination_in_healthcare,,radio,"People of my ethnic group are treated the same as people of other ethnic groups by doctors and healthcare workers.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm11,discrimination_in_healthcare,,radio,"In most hospitals, people of different ethnic groups receive the same kind of care.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
gbmm12,discrimination_in_healthcare,,radio,"I have personally been treated poorly or unfairly by doctors or healthcare workers because of my ethnicity.","1, Strongly disagree | 2, Disagree | 3, Neutral | 4, Agree | 5, Strongly agree | -98, Don't Know",,,,,,,,,,,,
disc,general_discrimination,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p>Everyday Discrimination Scale<br /><span style=""font-weight: normal;"">In the following questions, we are interested in the </span>way other people have treated you, or your beliefs about how other people have treated you.</p> <p><span style=""font-weight: normal;"">For each question, the response options are: </span></p> <p style=""text-align: center;""><span style=""color: #236fa1;"">Almost every day</span><br /><span style=""color: #236fa1;"">At least once a week</span><br /><span style=""color: #236fa1;"">A few times a month</span><br /><span style=""color: #236fa1;"">A few times a year</span><br /><span style=""color: #236fa1;"">Less than once a year</span><br /><span style=""color: #236fa1;"">Never</span></p> </div></div>",,,,,,,,,,,,,
disc1a,general_discrimination,"In your day-to-day life, how often do any of the following things happen to you?",radio,"You are treated with less courtesy or respect than other people.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc1b,general_discrimination,,radio,"You receive poorer service than other people at restaurants or stores.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc1c,general_discrimination,,radio,"People act as if they think you are not smart.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc1d,general_discrimination,,radio,"People act as if they are afraid of you.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc1e,general_discrimination,,radio,"People act as if you are dishonest.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc1f,general_discrimination,,radio,"People act as if they're better than you are.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc1g,general_discrimination,,radio,"You are called names or insulted.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc1h,general_discrimination,,radio,"You are threatened or harassed.","1, Almost every day | 2, At least once a week | 3, A few times a month | 4, A few times a year | 5, Less than once a year | 6, Never",,,,,,,,,,discrimination_matrix,,
disc2,general_discrimination,,checkbox,"<div class=""rich-text-field-label""><p>What do you think are the reasons for these experiences?</p> <p><span style=""color: #ba372a;"">CHECK MORE THAN ONE IF VOLUNTEERED.</span></p> <p><span style=""color: #ba372a;""> </span></p></div>","1, Your Ancestry or National Origins | 2, Your Gender | 3, Your Race | 4, Your Age | 5, Your housing/homelessness status | 6, Your Religion | 7, Some other Aspect of Your Physical Appearance | 8, Your Sexual Orientation | 9, Criminal record | 10, Your Education or Income Level | 11, A physical disability | 12, Your shade of skin color | 13, Your tribal association | 14, Other",,,,,,"[disc1a] = '1' or [disc1a] = '2' or [disc1a] = '3' or [disc1a] = '4' or [disc1a] = '5' 
or
[disc1b] = '1' or [disc1b] = '2' or [disc1b] = '3' or [disc1b] = '4' or [disc1b] = '5'
or
[disc1c] = '1' or [disc1c] = '2' or [disc1c] = '3' or [disc1c] = '4' or [disc1c] = '5' 
or
[disc1d] = '1' or [disc1d] = '2' or [disc1d] = '3' or [disc1d] = '4' or [disc1d] = '5'
or
[disc1e] = '1' or [disc1e] = '2' or [disc1e] = '3' or [disc1e] = '4' or [disc1e] = '5' 
or
[disc1f] = '1' or [disc1f] = '2' or [disc1f] = '3' or [disc1f] = '4' or [disc1f] = '5'
or
[disc1g] = '1' or [disc1g] = '2' or [disc1g] = '3' or [disc1g] = '4' or [disc1g] = '5' 
or
[disc1h] = '1' or [disc1h] = '2' or [disc1h] = '3' or [disc1h] = '4' or [disc1h] = '5'",,,,,,
disc2o,general_discrimination,,text,"<div class=""rich-text-field-label""><p>Specify ""Other""<span style=""color: #000000;""> main reason(s) for these experiences</span></p></div>",,,,,,,"[disc2(14)] = '1'",,,,,,
disc2_main,general_discrimination,,radio,"<div class=""rich-text-field-label""><p>What do you think is the main reason for these experiences?</p> <p><br /><span style=""color: #169179;""><br /></span></p></div>","1, Your Ancestry or National Origins | 2, Your Gender | 3, Your Race | 4, Your Age | 5, Your housing/homelessness status | 6, Your Religion | 7, Some other Aspect of Your Physical Appearance | 8, Your Sexual Orientation | 9, Criminal record | 10, Your Education or Income Level | 11, A physical disability | 12, Your shade of skin color | 13, Your tribal association | 14, Other [disc2o]",,,,,,"[disc1a] = '1' or [disc1a] = '2' or [disc1a] = '3' or [disc1a] = '4' or [disc1a] = '5' 
or
[disc1b] = '1' or [disc1b] = '2' or [disc1b] = '3' or [disc1b] = '4' or [disc1b] = '5'
or
[disc1c] = '1' or [disc1c] = '2' or [disc1c] = '3' or [disc1c] = '4' or [disc1c] = '5' 
or
[disc1d] = '1' or [disc1d] = '2' or [disc1d] = '3' or [disc1d] = '4' or [disc1d] = '5'
or
[disc1e] = '1' or [disc1e] = '2' or [disc1e] = '3' or [disc1e] = '4' or [disc1e] = '5' 
or
[disc1f] = '1' or [disc1f] = '2' or [disc1f] = '3' or [disc1f] = '4' or [disc1f] = '5'
or
[disc1g] = '1' or [disc1g] = '2' or [disc1g] = '3' or [disc1g] = '4' or [disc1g] = '5' 
or
[disc1h] = '1' or [disc1h] = '2' or [disc1h] = '3' or [disc1h] = '4' or [disc1h] = '5'",,,,,,
disc5_intro,general_discrimination,"<div class=""rich-text-field-label""><p>Experiences of Discrimination<br /><span style=""color: #000000; font-weight: normal;"">This next section is going to ask about how you and people in your racial/ethnic group are treated, and how you typically respond.</span></p></div>",descriptive,"<div class=""rich-text-field-label""><p>Have you ever experienced discrimination, been prevented from doing something, or been hassled or made to feel inferior in any of the following situations because of your race, ethnicity, or color?</p></div>",,,,,,,,,,,,,
disc5a1,general_discrimination,,radio,"At school?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5a2,general_discrimination,,radio,"How often has this happened at school?","1, Once | 2, Two or three times",,,,,,"[disc5a1] = '1'",,,,,,
disc5b1,general_discrimination,,radio,"Getting hired or getting a job?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5b2,general_discrimination,,radio,"How often has this happened while getting hired or getting a job?","1, Once | 2, Two or more times",,,,,,"[disc5b1] = '1'",,,,,,
disc5c1,general_discrimination,,radio,"At work?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5c2,general_discrimination,,radio,"How often has this happened at work?","1, Once | 2, Two or more times",,,,,,"[disc5c1] = '1'",,,,,,
disc5d1,general_discrimination,,radio,"Getting housing?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5d2,general_discrimination,,radio,"How often has this happened while getting housing?","1, Once | 2, Two or more times",,,,,,"[disc5d1] = '1'",,,,,,
disc5e1,general_discrimination,,radio,"Getting medical care?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5e2,general_discrimination,,radio,"How often has this happened while getting medical care","1, Once | 2, Two or more times",,,,,,"[disc5e1] = '1'",,,,,,
disc5f1,general_discrimination,,radio,"Getting service in a store or restaurant?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5f2,general_discrimination,,radio,"How often has this happened while getting service in a store or restaurant?","1, Once | 2, Two or more times",,,,,,"[disc5f1] = '1'",,,,,,
disc5g1,general_discrimination,,radio,"Getting credit, bank loans, or a mortgage?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5g2,general_discrimination,,radio,"How often has this happened while getting credit, bank loans, or a mortgage?","1, Once | 2, Two or more times",,,,,,"[disc5g1] = '1'",,,,,,
disc5h1,general_discrimination,,radio,"On the street or in a public setting?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5h2,general_discrimination,,radio,"How often has this happened while on the street or in a public setting?","1, Once | 2, Two or more times",,,,,,"[disc5h1] = '1'",,,,,,
disc5i1,general_discrimination,,radio,"From the police or in the courts?","1, Yes | 2, No | -98, Don't know/ refused",,,,,,,,,,,,
disc5i2,general_discrimination,,radio,"How often has this happened from the police or in the courts?","1, Once | 2, Two or more times",,,,,,"[disc5i1] = '1'",,,,,,
hom1,stigma_due_to_homelessness,"<div class=""rich-text-field-label""><p>On a scale from 1-5, <span style=""text-decoration: underline;"">where</span><span style=""color: #000000;""><span style=""text-decoration: underline;""> 1 means never true and 5 means always true</span>,</span> where would you rank yourself on the following questions?</p> <p><span style=""color: #2dc26b;""> </span></p></div>",radio,"I worry about being treated badly because I am or have been homeless
","1, 1 Never | 2, 2 Rarely | 3, 3 Sometimes | 4, 4 Usually | 5, 5 Always | -98, Don't know/Refuse",,,,,,,,,,,,
hom2,stigma_due_to_homelessness,,radio,"I worry about how people will view me because I am or have been homeless
","1, 1 Never | 2, 2 Rarely | 3, 3 Sometimes | 4, 4 Usually | 5, 5 Always | -98, Don't know/Refuse",,,,,,,,,,,,
hom3,stigma_due_to_homelessness,,radio,"I have experienced negative treatment from other people in the last month because I am or have been homeless
","1, 1 Never | 2, 2 Rarely | 3, 3 Sometimes | 4, 4 Usually | 5, 5 Always | -98, Don't know/Refuse",,,,,,,,,,,,
hom4,stigma_due_to_homelessness,,radio,"<div class=""rich-text-field-label""><p><span style=""color: #000000;"">On a scale from 1-7, where 1 means not at all and 7 means an extreme amount, to what extent have you experienced discrimination or mistreatment due to being homeless now or in the past?</span></p> <p><span style=""color: #2dc26b;""> </span></p></div>","1, 1 Not at all | 2, 2 A very small extent | 3, 3 A small extent | 4, 4 Somewhat | 5, 5 A moderate extent | 6, 6 A great extent | 7, 7 An extreme extent | -98, Don't know/Refuse",,,,,,,,,,,,
su_prompt1,stigma_due_to_substance_use_susms_3_on_whoassist_f,,descriptive,"We know that substance use problems are common. We also know that sometimes people make assumptions about others having substance use problems.",,,,,,,,,,,,,
su_stig_1_ever,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Has anyone ever held negative opinions about you because you used alcohol or drugs or they assumed you had these problems?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,,,,,,,
su_stig_1_6mo,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Did this happen in the past six months?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,"[su_stig_1_ever] = '1'",,,,,,
su_stig_2_ever,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Has anyone ever treated you unfairly because you have used alcohol or drugs or they assumed you did?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,,,,,,,
su_stig_2_6mo,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Did this happen in the past six months?","1, Yes | 2, No | -98, Don't Know | -99, Refused",,,,,,"[su_stig_2_ever] = '1'",,,,,,
su_ev_imp_1,stigma_due_to_substance_use_susms_3_on_whoassist_f,"Please tell me how this has ever impacted you in...",radio,"Getting and keeping your housing","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_ever] = '1' or [su_stig_2_ever] = '1'",,,,su_stig_ever_impact,,
su_ev_imp_2,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Getting and keeping your shelter","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_ever] = '1' or [su_stig_2_ever] = '1'",,,,su_stig_ever_impact,,
su_ev_imp_3,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Getting health care for physical health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_ever] = '1' or [su_stig_2_ever] = '1'",,,,su_stig_ever_impact,,
su_ev_imp_4,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Getting health care for mental health","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_ever] = '1' or [su_stig_2_ever] = '1'",,,,su_stig_ever_impact,,
su_6mo_imp_1,stigma_due_to_substance_use_susms_3_on_whoassist_f,"Please tell me how this impacted you in the last 6 months in...",radio,"Getting and keeping your housing","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_6mo] = '1' or [su_stig_2_6mo] = '1'",,,,su_stig_6mo_impact_v2,,
su_6mo_imp_2,stigma_due_to_substance_use_susms_3_on_whoassist_f,,radio,"Getting and keeping your shelter","0, Did not impact you at all | 1, Impacted you a little bit | 2, - Impacted you a lot",,,,,,"[su_stig_1_6mo] = '1' or [su_stig_2_6mo] = '1'",,,,su_stig_6mo_impact_v2,,
